rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
13,1.97,260.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
14,1.81,260.0,105.0,28.0,10.0,0.1,0.4372,0.51616,0.1122,0.5013,0.496,0.0065,0.0134,70,5.385,0.485,21.281,0.0,1,1
14,1.81,260.0,105.0,28.0,10.0,0.3,0.0355,0.27672,0.0088,0.8987,0.9,0.024,0.0212,49,3.769,0.351,10.485,0.0,1,1
14,1.81,260.0,105.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
14,1.81,260.0,105.0,28.0,10.0,0.7,0.7003,nan,0.0,0.6028,0.68,0.0072,nan,1,2.755,nan,136.256,1.0,0,0
15,1.7,320.0,95.0,24.0,20.0,0.1,0.301,0.72844,0.2028,0.5063,0.5,0.0075,0.0067,64,4.923,0.349,24.973,0.0,1,1
15,1.7,320.0,95.0,24.0,20.0,0.3,0.0949,0.28536,0.0191,0.7651,0.789,0.0181,0.028,12,4.957,0.359,51.657,0.08,0,0
15,1.7,320.0,95.0,24.0,20.0,0.5,0.1195,0.23339,0.018,0.9228,0.953,0.0546,0.0292,8,2.204,1.114,53.106,0.08,0,0
15,1.7,320.0,95.0,24.0,20.0,0.7,-0.0126,0.20759,0.0052,0.9549,0.986,0.0404,0.0472,11,3.369,0.159,6.502,0.0,0,0
16,1.94,260.0,95.0,28.0,10.0,0.1,0.4331,0.49027,0.0926,0.5457,0.554,0.012,0.0148,74,5.692,0.479,19.797,0.0,1,1
16,1.94,260.0,95.0,28.0,10.0,0.3,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
16,1.94,260.0,95.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
16,1.94,260.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
17,1.84,280.0,95.0,28.0,10.0,0.1,0.3855,0.51364,0.1127,0.5051,0.5,0.0086,0.0149,77,5.923,0.466,21.39,0.0,1,1
17,1.84,280.0,95.0,28.0,10.0,0.3,0.0821,0.26765,0.0092,0.9049,0.922,0.0279,0.0312,39,3.808,0.44,12.239,0.002,0,0
17,1.84,280.0,95.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
17,1.84,280.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
18,1.91,280.0,95.0,20.0,20.0,0.1,0.4316,0.6008,0.1714,0.5354,0.539,0.005,0.0045,62,4.769,0.506,19.822,0.0,1,1
18,1.91,280.0,95.0,20.0,20.0,0.3,0.2064,0.40534,0.0085,0.752,0.862,0.0209,0.02,13,4.413,0.783,34.984,0.068,0,0
18,1.91,280.0,95.0,20.0,20.0,0.5,0.0486,0.11118,0.0158,0.9187,0.963,0.0301,0.0308,45,3.826,0.518,20.269,0.015,0,0
18,1.91,280.0,95.0,20.0,20.0,0.7,0.0067,0.10469,0.0226,0.9739,0.975,0.0302,0.0305,48,3.692,0.448,9.852,0.0,1,1
19,1.8,260.0,105.0,28.0,10.0,0.1,0.4433,0.50531,0.1176,0.5032,0.503,0.0072,0.0131,73,5.615,0.475,21.183,0.0,1,1
19,1.8,260.0,105.0,28.0,10.0,0.3,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
19,1.8,260.0,105.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
19,1.8,260.0,105.0,28.0,10.0,0.7,0.0455,0.10986,0.0187,0.9321,0.947,0.0348,0.0277,27,3.572,0.357,12.679,0.001,0,0
20,1.98,300.0,95.0,20.0,20.0,0.1,0.4582,0.54366,0.1577,0.499,0.491,0.0064,0.008,75,5.769,0.484,21.456,0.0,1,1
20,1.98,300.0,95.0,20.0,20.0,0.3,0.137,0.38008,0.006,0.8705,0.921,0.025,0.0253,44,4.462,0.558,21.607,0.018,0,0
20,1.98,300.0,95.0,20.0,20.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
20,1.98,300.0,95.0,20.0,20.0,0.7,0.2036,0.18309,0.0102,0.7122,0.858,0.0423,0.0278,5,4.105,1.181,58.843,0.142,0,0
